lon,lat,mag,time_string,depth,catalog_id,event_id
20.37,38.43,4.4,2014-01-31T06:52:47,10.0,,433
20.35,38.44,4.6,2014-01-31T12:45:40,10.0,,434
22.74,38.72,4.8,2014-02-01T08:14:00,12.0,,435
20.36,38.18,5.0,2014-02-01T16:33:40,10.0,,436
20.32,38.26,6.2,2014-02-03T03:08:45,10.0,,437
20.27,38.29,4.4,2014-02-04T19:42:12,10.0,,438
21.96,38.33,4.3,2014-02-04T22:49:00,10.0,,439
22.76,38.69,4.6,2014-02-06T07:58:26,18.0,,440
21.0,37.89,4.3,2014-02-06T12:27:15,10.0,,441
20.28,38.19,4.7,2014-02-06T19:21:00,10.0,,442
21.72,38.31,4.4,2014-02-07T01:21:53,10.0,,443
20.33,38.35,4.1,2014-02-07T03:26:42,10.0,,444
20.35,38.21,4.1,2014-02-08T17:12:50,10.0,,445
20.29,38.28,4.7,2014-02-09T08:23:00,10.0,,446
36.02,36.75,4.7,2014-02-14T00:33:38,14.0,,447
20.26,38.21,4.8,2014-02-14T03:38:34,10.0,,448
20.34,38.31,4.9,2014-02-15T07:31:18,10.0,,449
20.42,38.22,4.1,2014-02-21T15:18:23,13.0,,450
36.38,37.42,4.4,2014-02-22T15:42:00,10.0,,451
3.64,36.82,4.2,2014-02-22T19:30:34,13.0,,452
26.68,45.72,4.5,2014-02-24T00:22:53,107.0,,453
35.18,36.79,4.2,2014-03-02T04:25:57,10.0,,454
20.26,38.15,4.9,2014-03-05T12:49:21,10.0,,455
20.21,38.09,4.2,2014-03-05T15:08:44,10.0,,456
31.31,35.95,4.5,2014-03-06T15:15:22,47.0,,457
19.44,41.51,4.2,2014-03-08T15:06:32,10.0,,458
19.43,41.48,4.3,2014-03-08T15:12:32,10.0,,459
20.34,38.2,4.3,2014-03-10T23:27:50,15.0,,460
25.72,37.57,4.4,2014-03-15T05:29:34,10.0,,461
26.12,34.11,4.2,2014-03-21T10:59:52,10.0,,462
25.61,34.0,4.3,2014-03-23T11:12:25,45.0,,463
26.4,45.62,4.7,2014-03-29T19:18:00,135.0,,464
23.74,37.19,5.6,2014-04-04T20:08:00,111.0,,465
17.18,38.82,4.8,2014-04-05T10:24:46,64.0,,466
6.69,44.47,4.9,2014-04-07T19:26:59,5.0,,467
25.83,34.01,5.2,2014-04-14T20:41:24,20.0,,468
14.18,45.61,4.6,2014-04-22T08:58:26,25.0,,469
21.57,35.48,4.8,2014-04-25T02:56:34,30.0,,470
21.54,35.4,4.6,2014-04-25T17:20:30,10.0,,471
0.02,43.15,4.2,2014-04-29T07:03:24,2.0,,472
25.13,38.23,4.9,2014-04-30T04:03:31,2.0,,473
31.06,36.04,4.3,2014-05-05T05:05:41,80.0,,474
19.78,37.75,4.3,2014-05-07T06:20:00,10.0,,475
20.27,39.76,5.0,2014-05-12T00:54:33,4.0,,476
19.81,40.94,5.1,2014-05-19T00:59:20,10.0,,477
19.86,40.92,4.4,2014-05-20T04:43:26,2.0,,478
0.17,35.73,4.9,2014-05-22T05:22:00,10.0,,479
25.4,40.29,6.9,2014-05-24T09:25:00,27.0,,480
25.95,40.43,4.6,2014-05-24T14:49:15,10.0,,481
24.41,40.02,4.5,2014-05-24T16:50:00,2.0,,482
24.37,40.02,4.6,2014-05-25T00:07:59,2.0,,483
26.14,40.42,4.9,2014-05-25T11:38:39,10.0,,484
24.54,34.52,4.9,2014-06-01T12:05:48,10.0,,485
23.7,39.16,4.4,2014-06-06T12:21:00,24.0,,486
16.09,39.9,4.3,2014-06-06T13:41:38,10.0,,487
24.09,39.76,4.2,2014-06-06T17:10:25,10.0,,488
22.04,38.33,4.4,2014-06-08T15:10:51,12.0,,489
36.05,36.75,4.7,2014-06-09T03:38:34,18.0,,490
28.37,34.68,4.8,2014-06-11T03:53:40,76.0,,491
27.04,35.33,4.7,2014-06-13T00:34:52,80.0,,492
28.57,36.32,4.3,2014-06-20T13:59:43,60.0,,493
24.47,43.81,4.1,2014-06-24T19:39:53,18.0,,494
21.73,38.34,4.2,2014-06-25T09:21:42,10.0,,495
25.12,38.24,4.6,2014-06-27T16:14:28,13.0,,496
27.93,40.21,4.5,2014-07-03T05:04:46,12.0,,497
26.12,34.29,4.5,2014-07-06T17:01:32,52.0,,498
23.7,38.44,4.4,2014-07-11T09:46:00,10.0,,499
26.17,34.2,4.8,2014-07-22T08:04:20,45.0,,500
3.18,36.93,5.5,2014-08-01T04:11:17,10.0,,501
15.69,38.71,4.1,2014-08-04T05:54:00,171.0,,502
24.79,34.58,4.7,2014-08-08T08:20:45,10.0,,503
16.42,40.45,3.9,2014-08-12T20:15:34,16.0,,504
28.3,35.93,4.3,2014-08-14T12:28:00,10.0,,505
27.74,35.41,4.7,2014-08-21T20:37:18,10.0,,506
23.43,39.89,5.3,2014-08-22T04:27:55,10.0,,507
26.34,45.6,4.3,2014-08-24T07:12:49,150.0,,508
30.63,37.68,4.9,2014-08-24T19:43:32,10.0,,509
10.7,45.67,4.0,2014-08-28T17:49:20,10.0,,510
23.68,36.67,5.8,2014-08-29T03:45:00,95.0,,511
16.25,44.43,4.2,2014-08-30T18:16:47,20.0,,512
32.51,41.64,4.1,2014-09-04T03:53:00,10.0,,513
24.88,40.13,5.0,2014-09-04T17:43:39,10.0,,514
30.89,36.24,5.3,2014-09-04T21:00:00,72.0,,515
18.76,39.19,4.1,2014-09-05T10:10:19,10.0,,516
19.88,37.61,4.6,2014-09-07T09:56:25,10.0,,517
10.66,44.11,4.4,2014-09-07T10:45:00,12.0,,518
26.53,45.61,4.4,2014-09-10T19:45:58,107.0,,519
23.37,34.53,4.4,2014-09-12T21:56:49,50.0,,520
30.92,36.21,4.4,2014-09-12T22:55:38,60.0,,521
25.12,34.2,4.6,2014-09-14T06:01:22,10.0,,522
21.21,40.79,4.3,2014-09-17T12:33:23,10.0,,523
38.7,39.16,4.1,2014-09-20T02:52:57,10.0,,524
21.83,38.35,5.0,2014-09-21T00:43:40,11.0,,525
21.81,38.37,4.5,2014-09-21T01:13:27,10.0,,526
25.12,34.18,4.4,2014-09-26T07:51:20,10.0,,527
16.5,36.78,4.2,2014-09-26T23:38:11,40.0,,528
18.35,43.06,4.3,2014-09-30T15:12:41,10.0,,529
27.11,35.0,4.3,2014-09-30T22:16:33,10.0,,530
29.37,36.95,4.3,2014-10-01T07:16:28,10.0,,531
27.05,36.01,4.4,2014-10-02T12:06:29,10.0,,532
27.05,36.01,4.5,2014-10-02T15:51:58,10.0,,533
21.78,37.93,4.8,2014-10-03T15:12:11,19.0,,534
26.3,34.38,5.0,2014-10-03T22:20:46,20.0,,535
22.22,37.4,4.5,2014-10-04T00:12:00,10.0,,536
25.14,34.17,4.2,2014-10-04T05:23:49,10.0,,537
26.21,34.89,4.7,2014-10-04T12:27:52,30.0,,538
26.59,34.89,4.5,2014-10-06T18:08:00,10.0,,539
14.85,38.51,4.1,2014-10-09T22:58:28,10.0,,540
21.49,35.46,4.5,2014-10-12T20:59:10,10.0,,541
26.58,35.65,4.5,2014-10-16T06:48:29,65.0,,542
21.44,37.88,4.4,2014-10-16T17:59:52,22.0,,543
30.1,40.41,4.3,2014-10-22T17:11:00,10.0,,544
21.13,38.92,5.3,2014-10-24T23:43:15,10.0,,545
20.35,38.1,4.5,2014-11-05T14:22:24,10.0,,546
20.4,38.15,4.9,2014-11-07T07:41:39,10.0,,547
22.13,38.29,5.1,2014-11-07T17:12:59,10.0,,548
20.33,38.15,5.1,2014-11-08T23:15:42,10.0,,549
26.57,34.59,4.6,2014-11-09T23:24:36,48.0,,550
28.78,37.14,4.8,2014-11-10T06:16:40,13.0,,551
28.69,37.08,4.4,2014-11-10T09:20:44,10.0,,552
20.46,38.3,4.2,2014-11-12T06:31:38,10.0,,553
20.33,38.44,4.6,2014-11-13T09:37:53,10.0,,554
3.44,36.38,4.3,2014-11-15T01:13:00,10.0,,555
23.41,38.66,5.3,2014-11-17T23:05:55,10.0,,556
23.43,38.65,5.2,2014-11-17T23:09:00,10.0,,557
27.16,45.87,5.8,2014-11-22T19:14:17,39.0,,558
20.35,38.34,4.2,2014-11-24T07:20:32,10.0,,559
27.74,36.95,4.2,2014-11-26T05:05:33,10.0,,560
29.0,39.33,4.4,2014-11-28T02:30:00,10.0,,561
25.17,40.21,4.3,2014-12-02T20:15:17,10.0,,562
26.16,38.6,4.4,2014-12-04T21:16:29,10.0,,563
26.22,38.94,5.1,2014-12-06T01:45:00,10.0,,564
26.23,38.9,5.0,2014-12-06T06:20:54,14.0,,565
27.17,45.91,4.4,2014-12-07T21:04:00,38.0,,566
20.39,38.42,4.7,2014-12-11T22:24:22,25.0,,567
15.17,40.46,4.3,2014-12-14T14:33:31,307.0,,568
27.07,40.15,4.2,2014-12-16T09:02:13,10.0,,569
11.25,43.6,4.2,2014-12-19T09:39:41,10.0,,570
11.13,43.66,4.4,2014-12-19T10:36:32,10.0,,571
2.97,36.49,4.4,2014-12-19T11:06:00,10.0,,572
22.6,39.33,4.3,2014-12-19T22:40:33,20.0,,573
3.02,36.44,4.7,2014-12-23T08:00:21,10.0,,574
3.05,36.42,4.4,2014-12-23T08:59:00,10.0,,575
14.91,41.65,4.3,2014-12-24T11:40:12,20.0,,576
3.01,36.51,4.7,2014-12-26T17:55:18,12.0,,577
16.36,39.29,4.6,2014-12-28T21:43:38,11.0,,578
26.25,38.9,4.4,2014-12-29T08:06:23,12.0,,579
19.23,41.66,4.8,2014-12-29T20:34:13,10.0,,580
